Urdu	Roman-Urdu	Ur—Rom Confidence Score	English	Ur-En Confidence Score
جواب	jawab	0.8	answered	1
مہنگا	mehnga	0.83	expensive	1
ھوتے	hote	1	satirize	0.59
بھیج	bhej	1	sent	0.72
گزارنا	guzaarna	0.75	spend	0.6
جگانے	jaganay	0.86	traying	0.6
دراصل	darasal	0.71	mirroring	0.6
تها	tha	1	santity	0.46
لوٹس	lots	1	westwall	0.53
ماسی	masi	1	costly	1
ملتا	milta	0.8	refers	0.65
احميڈ	ahmed	1	ahmed	1
گلے	galay	0.8	stomache	0.63
دونے	donay	1	niederried	0.46
معذرت	mazrat	0.83	apologizes	0.76
بہروں	behron	0.83	upses	0.61
بیٹھا	betha	1	dies	0.53
سمجھی	smjhi	1	considered	0.7
ہٹنے	hatne	0.8	pushed	0.68
بالٹی	balti	1	fylking	0.44
مسکرانے	muskrany	0.75	pussyfooting	0.62
ہ	ha	1	2011	0.944
بغیر	bagair	0.83	either	0.69
مارٹ	smartpoetry	0.8	avs	0.51
پیدا	peda	1	raised	0.53
هوٹ	hot	1	hot	1
روک	rok	1	prevent	0.63
شرکت	sharkit	0.71	participating	0.66
کھینچی	khainchta	0.78	cutout	0.57
مقصود	maqsood	0.86	nontemplate	0.55
ناسمجھ	na	1	na	0.225
رخ	rukh	0.75	move	0.52
تاج	taaj	0.75	crown	0.57
خیرات	khaerat	0.86	indulgences	0.6
ما	ma	1	an	0.43
ينٹر	enter	0.8	enter	1
خوش	khush	1	nicest	0.62
مجھے	mujhe	0.8	glad	0.74
نبھانے	nibhane	0.86	acting	0.61
گزری	guzrifaraz	0.8	relived	0.56
امیدیں	umeedein	0.88	opprotunity	0.54
یادوں	yadon	1	nostalgic	0.6
کرنے	krne	1	seeking	0.72
رکے	rukay	0.8	detach	0.55
بچنا	bachna	0.83	discouraging	0.65
بھیگی	bheegi	1	vaati	0.53
سرے	sare	0.75	side	0.56
بچیاں	bachiyan	0.75	butches	0.61
ارٹفکال	artificial	0.7	artificial	0.837
کھانے	khane	1	eat	0.78
کھلونے	khilonay	0.88	cardboard	0.62
افسردہ	afsorda	0.71	demurely	0.63
مار	mar	1	kill	0.76
باتوں	baton	1	misinterpretations	0.69
انگریز	engrz	0.8	british	0.6
پڑھا	parha	0.8	memorised	0.61
آلو	aaloo	1	basmati	0.59
ببلو	babloo	0.83	emmytvlegends	0.5
نہایت	nehayet	0.71	exceedingly	0.77
فاحاڈ	fahad	1	fahad	0.808
خر	khr	1	rustless	0.56
کافی	kafi	1	very	0.69
گرا	gira	0.75	tumbled	0.56
ہاللو	hello	1	hello	1
درود	darood	0.83	prayer	0.65
ناسور	nasoorjazb	1	sores	0.871
افسوس	afsos	1	unfortunates	0.65
ور	or	1	selfwilled	1
کھيل	khel	1	favorite	0.428
دی	di	1	beat	0.214
رور	ror	1	thnaks	0.46
کامران	kamran	1	aleezay	0.5
ہیر	here	1	daredevilry	0.54
جسے	jisay	0.8	called	0.6
آغا	agha	1	agha	0.744
لاج	laj	1	aquar	0.43
سوری	sory	1	ranian	0.48
گرنے	girne	0.8	slumping	0.6
شہزادہ	shahzada	0.75	prince	1
جھوم	jhom	1	monstered	0.58
ذونگ	zong	1	zong	0.211
جذباتی	jazbati	0.86	emotional	1
لکھ	likh	0.75	write	1
حے	hai	1	hai	0.769
پويم	poem	1	poem	0.458
اونی	aouni	1	cowm	0.47
دھیرے	dheere	1	vapidly	0.55
غریبوں	gharibon	0.88	needy	0.65
قیام	kiam	1	establishment	0.69
آریان	areyan	0.83	pheria	0.44
جاے	jaye	0.75	rerate	0.56
تھی	thi	1	was	0.74
گهڑ	ghar	0.75	ghar	0.36
بريڈ	bread	0.8	bread	1
شٹ	shut	0.75	cnnexpansion	0.46
عرض	arz	1	in	0.5
اندھر	andr	0.75	bhurishravas	0.65
کشتی	kashti	0.83	fisherman	0.53
زہرا	zahra	0.8	zahra	1
تمہیں	tumhe	0.8	whoever	0.7
ایسے	aisay	1	instrinsically	0.62
جوک	joke	1	folkband	0.46
تھوڑ	thori	1	forward	1
سٹرونگ	strong	1	strong	1
شاہی	shahi	1	royal	0.51
ویلکیم	welcome	0.71	welcome	1
حالت	halat	0.8	condition	1
سوچنے	sochne	1	thinking	0.75
اسسينسون	ascension	0.89	ascension	0.252
آزما	aazma	1	destructive	0.65
حکومت	hkomt	1	government	1
سوچتی	sochti	1	wonder	1
ویٹ	wait	1	shootout	0.52
تھنکس	thanks	0.83	thanks	1
شرک	shrk	1	nonbeliever	0.68
وں	un	1	bluts	0.49
شک	shak	0.75	doubt	0.69
سٹي	city	0.75	city	1
ٹو	to	1	butoh	0.946
ہونٹ	hont	1	thing	1
گرد	grd	1	around	1
ٹپس	tips	0.75	rvcf	0.52
کلمات	kalmat	0.83	invocations	0.6
کیں	q	1	helped	0.66
رونا	rona	1	weeping	0.703
فلمیں	flmn	0.75	films	0.78
جوس	juice	0.75	found	1
تکلیف	takleef	0.86	painful	1
ليں	lain	1	start	0.56
بولنا	bolna	1	pronounce	0.54
بکنے	biknay	0.83	cheaping	0.56
نکوٹین	nicotinesms	0.86	multivitamins	0.66
پہلی	pehli	0.8	first	1
والد	walid	0.8	father	0.74
خبروں	khabron	0.86	announcements	0.66
رنگ	rang	0.75	colors	0.72
ومار	omar	1	omar	0.476
فريڈوم	freedom	0.86	freedom	1
اجنبی	ajnabi	0.83	irrestible	0.59
کرواتا	karwata	0.86	allows	0.68
سیریس	seri0us	0.71	og	0.44
تبدیلیاں	tabdeeliyan	0.82	changes	1
عزت	izat	0.75	kindness	0.7
حوا	hawa	0.75	unpoisoned	0.52
رکھا	rakha	0.8	kept	0.71
مستونگ	mastung	0.86	mastung	0.994
گنورانٹ	ignorant	0.88	ignorant	1
کلاس	clas	1	trainning	0.48
پروپيرٹي	property	1	property	1
دبی	dubai	0.8	lightish	0.52
آنٹ	aunt	0.75	aunt	0.629
باسي	base	1	base	1
هی	hi	1	ownerish	0.46
سیرت	seerat	0.83	prophetical	0.62
ادو	idot	1	pomra	0.45
ہوتے	hote	1	tend	0.7
کباب	kabab's	0.8	incense	0.54
گرفتار	griftar	0.86	arrested	1
دانس	dance	1	dance	1
چلاؤں	chlaon	1	unbecoming	0.602
دستور	dstoor	1	protocol	0.64
مینا	mena£=siom£	1	anary	0.41
دیش	desh	1	bangladesh	1
فورڈ	frwrd	0.8	ford	1
راچ	rich	1	rich	1
بٹھاو	bithao	0.83	make	1
یومی	yummi	0.8	tudou	0.49
بریکر	breaker	0.71	breakers	1
شوي	shoe	1	shoe	0.294
پھٹ	phat	0.75	swallowed	0.64
قاد	qadir	1	qadir	0.439
افتخار	iftakhar	0.88	dismised	0.54
جنناح	jinnah	0.83	jinnah	0.896
جما	jama	0.75	dissolvi	0.46
محال	mohal	0.8	sense	0.68
سليپ	sleep	0.8	sleep	1
بنگو	bingoo	0.83	bangladesh	0.61
ٹورنامنٹ	tournament	0.9	overtimes	0.71
مانو	mano	1	of	0.818
رنگین	rngin	1	monochrome	0.66
بنگالی	bangali	0.86	bengali	0.77
روپے	rupy	0.75	200	0.642
راستہ	rasta	0.8	path	0.65
هوں	hun	1	hones	0.5
دوستی	dosti	1	friendship	1
ہیلو	hello	0.8	zrr	0.52
مہا	maha	0.75	jagam	0.69
مجبورا	majburam	0.86	withdrawls	0.6
انڈير	under	1	under	1
ساته	sath	1	immates	0.51
ریپلائی	reply	0.8	reply	0.67
کہنا	kehna	0.8	suggested	0.69
آسمانی	aasmani	1	heavenly	0.75
پناہ	panah	0.8	refuge	0.57
ہنسنا	hansna	0.83	kvetching	0.56
خط	khat	0.75	letter	1
تيز	tez	1	stealthiness	0.57
فات	fat	1	fat	0.667
روہی	rohi	1	aaraji	0.55
بوریت	boryat	0.83	humun	0.44
ندا	nida	0.75	hi	0.56
سوچنا	sochna	1	amazon	0.526
مکھی	makhi	0.8	dasik	0.58
کاظمی	kazmi	1	kazmi	0.58
مزا	maza	0.75	hilarious	0.6
احساسات	ihsasat	1	feelings	0.83
وٹس	wts	1	ndl	0.55
بڑھ	barh	0.75	diminished	0.71
حاجی	haji	1	“we	0.712
موٹو	motu	1	movq	0.54
اککور	acquire	0.83	acquire	0.461
حيڈ	head	0.75	head	1
پيريلي	purely	1	purely	0.228
ریڈ	reed	1	livery	0.53
جانور	janwar	0.83	animals	0.74
وارسا	warsa	1	odbor	0.42
تھے	thay	1	were	1
ہیڈ	head	0.75	headquarters	0.6
ہونٹوں	honton	1	buttoning	0.62
چکے	chuke	0.8	become	0.62
سگے	sege	0.75	findeth	1
اسدولاه	asadullah	0.78	asadullah	0.181
کربلا	karbala	0.71	martyrdom	0.56
شفقت	shafqat	0.71	clemency	0.629
آل	all	1	ale	1
ہوجاتا	hojata	1	tends	0.71
اداسی	udasi	1	serile	0.51
جام	jaam	0.75	fierceness	1
فیضان	faizan	1	devotional	0.56
11	11	1	11	1
انصاری	ansariboys	1	ateed	0.49
انجو	anjo	1	mhte	0.44
لونگا	lungagirl	1	province	1
دربان	darbanaisey	0.83	obeisance	0.62
بانو	baano	0.8	mama	0.47
واہ	wah	1	phro	0.44
مغفرت	maghfrat	0.75	grateful	0.63
اپنانے	apnanay	1	adopting	0.7
چرچا	charcha	0.86	unlettered	0.59
احساس	ehsas	1	helplessness	0.72
افغان	afghan	1	afghan	1
ناپ	nap	1	weighted	0.65
بھأي	bhai	0.75	bhai	0.23
انک	ink	1	blackstar	0.51
محرومی	mehroomi	0.88	powerlessness	0.74
تھوڑے	thore	1	reqularly	0.54
وسیم	wasim	0.8	trouncer	0.49
لفظ	lafz	0.75	word	0.76
جلانے	jalanay	0.86	redrying	0.65
عراقی	iraaqi	0.83	iraqi	0.72
مشکل	mushkil	0.71	difficult	0.77
سام	sam	1	ra	0.49
دیکها	deka	0.75	deicded	0.56
کاشان	okkashan	0.75	isuochi	0.56
صارف	user	0.75	hist	0.57
بلکه	blky	0.75	ignorants	0.57
ترازو	tarazo	0.83	pair	1
بکھرے	bikhre	0.83	scattered	0.63
کسا	coca	0.75	negitive	0.54
کاہے	kahey	1	aeval	0.5
وچ	kuch	0.75	prijakt	0.46
ہاۓ	hi	1	koreanmedicine	0.45
سجا	saja	0.75	untinted	0.57
افضل	afzal	0.8	skippu	0.46
انڈيرنيتھ	underneath	0.9	underneath	1
رابطہ	rabta	0.8	connections	0.6
دکھ	dukh	0.75	anguish	0.66
موحامماڈ	mohammad	1	mohammad	0.479
قریشی	qureshi	0.86	afroze	0.5
اسکول	iskool	1	school	1
موڈ	mood	1	pbgvs	0.61
ميری	meri	1	afmp	0.53
زبان	zuban	0.8	language	0.77
ذلیل	zaleel	0.83	guiltless	0.7
ھنی	honey	0.75	honey	1
بند	band	0.75	sewer	0.52
رازی	razi4u	1	disciple	0.58
نایس	nice	0.75	nice	0.886
فلم	film	0.75	movie	0.87
ماری	marikese	1	shot	0.705
کوڈ	code	1	code	1
سختی	sakhti	0.83	tolerating	0.69
نال	nal	1	trivallate	0.42
بھائی	bhai	0.75	brother	0.89
تکتے	tktey	1	waiting	0.825
ریپلاۓ	reply	0.8	reply	0.67
جیسے	jese	1	as	0.68
بای	bi	1	erdeniin	0.52
سچا	sacha	0.8	truthtm	0.58
کانچ	kaanch	0.83	plated	0.55
۵	5	1	bined	0.42
قاتل	qatil	0.8	murderer	0.66
زوق	zowq	0.75	lifestylist	0.47
سنگا	snga	1	tamboo	0.55
اسلام	assalam	0.71	islam	1
سما	samaa	0.75	rzabaneh	1
آنگن	angan	0.8	bellyful	0.53
فضیل	fuzail	0.83	hujja	0.56
آمر	aamir	0.8	dictator	1
ریل	real	0.75	transport	0.69
کول	cool	1	char	0.45
سٹوري	story	1	story	1
روٹی	roti	1	bread	0.8
ليتے	laitay	1	overwhelm	0.6
گفٹ	gift	0.75	gift	1
کی	ki	1	no	0.5
روز	roz	1	days	0.387
تؤ	to	1	to	1
چاہا	chaha	1	hesitating	0.63
دوسری	dosri	1	second	0.306
رہا	raha	0.75	has	0.61
ذرا	zra	1	20	0.782
لانا	lana	1	emotions	1
کیتا	keeta	1	arisu	0.5
راستے	rastay	1	paths	0.84
گجرانوالہ	gujranwala	0.8	gujranwala	0.86
2	2	1	2	1
فريش	fresh	1	fresh	1
گھنٹے	ghante	0.83	hours	0.81
جانتی	janti	1	know	0.656
رومان	romaan	0.83	romantic	0.58
ستارے	sitare	0.83	brightest	0.66
شہزاد	shahzad	0.86	highness	0.53
بنای	bnai	1	foundation	1
پیروی	pairwi	1	case	0.254
سجایا	sajaya	0.83	bedecked	0.63
پروگرامر	programmer	0.8	programming	0.73
چیزیں	cheezen	1	items	0.65
موحامميڈ	mohammed	1	mohammed	0.48
ٹاگ	tag	1	tag	0.637
پیسے	paise	1	scammer	0.55
آوازیں	awazen	1	sounds	0.65
پاک	pak	1	duty	0.55
آفر	ofer	0.75	brumbeat	0.53
چڑھاؤ	charhao	0.86	dampened	0.61
آرمی	army	1	reservist	0.64
اپپيل	appeal	0.83	appeal	0.394
کرواؤں	krwao	1	oversee	1
چاۓ	chay	0.75	tenderize	0.6
معصومیت	masoomiyat	0.8	transgressive	0.57
بڑھا	barha	0.8	doubled	0.61
لے	le	1	taken	0.56
ہمیش	hamesha	0.83	entertainu	0.58
دوری	doori	1	alignment	0.5
دشمن	dushman	0.71	enemy	1
چین	chain	1	china	1
ابتو	ab	1	ab	0.763
ھو	ho	1	zed	0.5
تعرف	taraf	0.8	literalized	0.62
ای	i	1	e-mail	0.327
چاہی	chahye	1	oblige	0.61
سمجھدار	smjhdar	1	supremely	0.63
پيرسون	person	1	person	0.769
عقل	aqal	0.75	mind	0.71
بتاؤ	btao	1	knowing	0.66
ہوجا	hoja	1	inabilty	0.62
اسس	is	1	magc	0.54
مغرب	mghrb	1	eastwards	0.67
٢٠٠	200	1	coya	1
زیر	zer	1	under	1
خوب	khoob	1	well	0.842
ہمارے	hamare	0.83	our	1
واٹس	whats	0.8	xper	0.63
ہوشی	khoshi	0.83	fainting	0.73
سرمایا	sarmaya'e	0.86	undervaluation	0.67
اچھی	achi	0.75	good	1
شيٹ	shet	1	shet	0.245
چاٹ	chat	1	tokkuri	0.51
امید	umeed	1	hope	0.66
لوند	londy	1	sinalbin	0.37
جنوں	junoon	0.83	seeings	0.61
برستی	barasti	0.71	sorrounding	0.57
افراد	afrad	1	people	0.793
رخی	rukhi	0.8	roughness	0.57
منی	mani	0.75	aama	0.48
الگ	alag	0.75	separate	0.69
فضیلت	fazeelat	0.75	oblation	0.57
اکڑ	iccr	0.75	undetached	0.55
پلانيٹ	planet	1	planet	1
تھا	tha	1	was	0.501
روکیں	rokyn	1	stop	0.59
خودکشی	khudkushi	0.89	suicides	0.75
پلايير	player	1	player	0.473
فش	fish	0.75	drifloon	0.57
بستا	basta	0.8	a	0.42
یعنی	yani	1	that's	0.533
بھوک	bhok	1	hunger	1
عراق	iraq	1	iraq	1
رفتار	raftaar	0.71	speed	0.87
اندھیروں	andheron	1	ghasts	0.64
پڑو	prho	0.75	temptation	0.639
پورے	pore	1	whole	1
ٹرسٹ	trust	0.8	charity	0.57
حقیر	haqeer	0.83	nought	0.463
تارا	taraadub	1	remake	0.54
ہمیں	humain	0.83	hint	0.66
سراج	siraj	0.8	diwanu	0.57
شیرو	sherwani	1	sherwani	1
آرہا	araha	0.8	appears	0.64
چکی	chuki	0.8	has	0.65
سینٹینس	sentence	1	sentence	0.716
سنگھ	singh	0.8	singh	0.65
دہاڑے	dihaaray	0.75	sleepering	0.5
جرا	jera	0.75	acheter	0.4
لٹا	lutai	0.75	dozed	0.61
اداکار	adakaar	0.86	actor	1
پینٹ	paint	1	boxsters	0.58
طبیعت	tabiyat	0.71	studiousness	0.67
تیری	teri	1	forever	0.62
سجدے	sajday	0.83	mutterings	0.64
سیٹ	set	1	set	0.622
اپس	apas	0.75	offpsring	0.51
اشاره	ishaara	0.71	signification	0.57
مری	meri	0.75	unjm	0.5
نیے	naye	0.75	newer	1
باس	bas	1	rings	0.45
آنسر	ans	1	ans	0.364
ارسلان	arsalan	0.86	danishmendid	0.65
شرافت	shrafat	0.86	gentlemanliness	0.67
بنتی	banti	0.8	amounts	0.64
بھرتا	bharta	0.83	emerges	0.65
الکوحلٹارزن	alcohol	0.86	alcohol	0.526
ميں	main	1	class	0.56
لینے	lene	1	take	0.8
ماڈ	mad	1	mad	1
جمعہ	juma	0.75	matins	0.59
آداب	aadaab	0.83	delibations	0.59
افٹر	after	0.8	after	1
کویل	koyal	0.8	oldnew	0.43
خاندان	khandan	1	family	0.68
جوڑ	jork	1	paired	0.54
پنجرے	pinjray	0.86	bulletholes	0.62
بٹھانا	bithana3	0.86	hesitating	0.62
شہادت	shahadat	0.75	supremor	0.57
شکور	shakoor	0.86	humous	0.52
رسمی	rasmi	0.8	formal	0.6
کين	keen	0.75	keen	0.467
تیرے	tere	1	fool	0.64
رحمان	rehman	0.83	unmat	0.5
ہوتا	hota	1	tends	0.75
زینب	zainab	0.83	ihraam	0.47
ارباز	arbaz20	1	bewafaa	0.57
پیتا	kpeeta	0.83	drinketh	0.452
تجھے	tujhe	0.8	thee	0.876
حاضر	hazir	0.8	conversed	0.56
حیدر	hydrabad	1	quazis	0.5
قندیل	qandeel	0.86	storyful	0.48
الحمد	alhamdolillah	0.83	10,alhamdulillah	1
منانے	manane	0.83	1951	0.937
انگلیوں	ungliyon	0.88	fingers	0.76
اکر	iccr	0.75	disguise	0.57
٢٠	20	1	20	1
رہنا	rehna	0.8	staying	0.61
بادام	badaam	0.83	dried	0.64
گلیاں	galia	0.8	handholes	0.68
پروگراممير	programmer	1	programmer	0.172
وانٹ	want	1	want	1
هاف	half	0.75	half	1
تھیں	thin	1	they	0.6
بيرن	burn	1	burn	1
اقبال	iqbal	1	eqbal	0.67
ڈور	door	1	coachless	0.49
باته	bathroom	1	bathroom	1
بروڈر	bro	1	bro	1
لڑکیوں	lrkion	1	youths	0.62
بخیر	bakhair	0.86	hasten	0.58
سرداروں	sardaron	0.88	rulers	0.72
گيل	gul	1	gul	1
لوگوں	logon	1	people	0.828
لکي	like	0.75	like	1
بناؤ	bnao	1	massaged	0.51
گوٹ	got	1	got	1
سوں	sona	1	pifts	0.52
عذاب	azab	1	torment	0.68
ارشد	arshad	0.83	tar	0.46
مي	my	1	my	1
دین	deen	1	sharism	0.64
مزار	mazar	0.8	mausoleum	0.68
پھاڑ	phar	1	singed	0.63
چاہنے	chahne	1	idolizing	0.63
ٹوو	two	1	two	1
٢	2	1	two-phase	0.6
حور	hoor	1	fatness	0.58
غریب	ghareeb	0.86	impoverished	0.65
بدلے	badlay	0.83	procure	0.64
عوام	awam	1	people	0.539
رحمانہ	rehmana	0.71	rowdyism	0.58
ابو	abu	1	prophet	0.69
تنوع	tenu	0.75	diversity	0.68
آسی	aasi	1	unkut	0.52
قبریں	qbren	1	tombstones	0.69
سمت	simt	0.75	directions	0.64
بولو	bolo	1	envying	0.727
سٹڈی	stdy	1	pcti	0.56
لکھنا	likhna	0.83	omit	0.58
بدلتی	badalti	0.71	shifts	0.61
پڑھنا	parhna	0.83	homework	0.55
ڈوب	doob	1	drowning	0.66
خطرناک	khatarnak	0.78	dangerous	1
گريٹ	great	0.8	great	1
سمجھ	smj	1	understand	1
توہین	toheen	1	defamation	0.69
٣	3	1	weiss	0.49
طالبعلم	talabilm	0.88	student	0.952
شق	shuk	0.75	fraternization	1
۱۱	11pmparya	1	11	0.549
دبا	dba	1	ratcheted	0.58
ہوں	hun	1	does	0.61
آفریدی	afridi	1	shere	0.47
بسیں	basen	0.8	pedicabs	0.61
کارڈ	card	1	nfcs	0.55
علینا	alina	1	idque	0.44
سچی	sachi	0.8	true	0.824
جیسی	jesi	1	like	0.55
امریکہ	america	0.71	britain	0.56
نیلی	neeli302	1	iris	0.47
نواب	nawab	0.8	nawab	1
چپ	chup	0.75	gag	0.54
هیلپ	help	1	help	1
دشت	dasht	0.8	tartarni	0.53
کیونکہ	q	1	therefore	0.8
گردی	gardi	0.8	terrorism	1
سدا	sada	0.75	urva	0.5
دفا	dafa	0.75	stood	1
گلو	glow	1	poco	0.47
آؤں	aao	1	festers	0.57
کردی	krdi	1	reluctant	0.63
لڑکیاں	larkian	0.86	girls	1
دشمنی	dushmane	0.75	enmity	0.73
ولڈ	old	1	old	1
جوب	job	1	mmxi	0.43
سینڈ	send	1	bodyshots	0.58
فلاگ	flag	1	flag	1
٢٥٠	250	1	250	0.208
چوٹ	chot	1	misfiring	0.64
ناصر	nasir	0.8	din	0.51
پریت	preet	1	swang	0.52
دھوکا	dhoka	1	cheated	0.6
تول	tol	1	fulsome	1
ميز	maiz	1	maiz	0.192
ھوتا	hota	1	devolves	0.61
پحلوسوپحير	philosopher	0.91	philosopher	1
شیاء	shia	1	shia	0.828
نڈھال	nidhal	0.83	healed	0.65
ييي	eye	1	eye	1
گووڈ	good	0.75	good	1
جونی	jouni	1	sellz	0.5
زرداری	zardari	0.86	impeachement	0.6
کشمکش	kashmakash	0.7	struggle	0.73
الکوہو	alcohol	1	alcohol	0.526
ہیں	hain	1	are	1
جسٹ	just	0.75	scistarter	0.45
لادن	laden	0.8	zarqawi	0.58
مخاطب	mukhatib	0.75	uttered	0.69
کرکے	karke	0.8	intending	0.69
روڈ	road	0.75	station	0.53
خلا	khula	0.8	polarly	0.54
علاوہ	ilawa	0.8	besides	0.74
لوگ	log	1	people	0.691
خوف	khof	1	fear	0.67
جگایا	jagaya	0.83	performed	0.57
بار	bar	1	time	0.6
مانی	mani	1	god	0.54
درجے	darje	0.8	levels	0.83
کامياب	kamyaab	0.86	unmobilized	0.55
جلیل	jalil10	0.8	innas	0.44
اجالے	ujaly	0.8	undreaming	0.59
کھانسی	khaansi	0.86	indigestion	0.65
گھر	ghar	0.75	orphanage	0.54
لڑی	lari	0.75	fought	1
میمبر	membr	1	member	1
کہتے	kehte	0.8	describe	0.68
مٹتے	mittay	0.83	disappear	0.64
پڑتا	parta	0.8	avoids	0.65
سنان	sunan	0.8	isfaht	0.46
امیدوں	umeedon	1	polititians	0.58
سوا	siwa	0.75	inconceivable	0.6
چیتے	cheetiye	0.75	kunekune	0.54
سپرد	spurd	0.8	entrusted	0.68
دوست	dost	1	friender	0.56
ہاہاہا	hahaha	1	hahaha	1
کیسی	kesi	1	horrible	0.61
مہاجر	mahajir	0.71	muhajir	0.52
قیمت	kimat	0.8	prices	0.74
تیسری	kotesri	0.71	third	0.91
ماجد	majid	0.8	yayah	0.47
فوللو	follow	1	follow	1
کمان	kaman	0.8	conquer	1
منسوب	mansoobtum	0.86	linked	0.58
جانِ	jan	1	jest	0.55
حسیب	haseeb	0.83	ramzi	1
مٹھاس	mithasjab	0.83	onionskin	0.59
سیلاب	selab	1	floods	0.78
کھیلتا	kheilta	0.86	after-hour	0.577
واسطہ	wasta	0.8	accepteth	0.278
بلوچی	balochi	0.86	baluchi	0.62
عجب	ajab	0.75	sad	0.55
چلی	chali	0.8	kn	0.43
ہلچل	halchal	0.71	throes	0.61
١٥	15	1	saksayhuaman	1
جیتا	jeeta	1	2003	1
پختو	pukhto	0.83	pashto	0.6
ادھورا	adhoraø¤!œ£ent	1	unfotunately	0.53
ڈیلی	daily	1	newsub	0.58
خواہش	khwahish	0.88	urge	0.68
دادا	dada	1	grandfather's	1
کون	kon	1	jew	0.424
نمی	nami	0.75	humid	0.74
ڈوینگ	doing	1	doing	1
ماہیا	mahiyarab	0.83	inkilap	0.44
ثنا	sana	0.75	sanaa	0.465
موج	moj	1	refracted	0.65
بنایا	bnaya	1	placed	0.61
حیات	hyat	1	life	0.55
تجھ	tujh	0.75	thee	0.877
لیموں	limu	1	teaspoons	0.63
اسلامیک	islamic	1	islamic	0.797
ٹرپ	trip	0.75	rvrc	0.61
خاموشی	khamoshi	1	hectic	0.55
دہی	dehe	0.75	deception	1
موبلے	mobile	0.83	mobile	0.735
تروته	truth	1	truth	1
ملاقات	mulaqat	0.86	visit	0.69
وفات	wafat	0.8	died	0.72
پھیلاتا	phelata	1	spreads	0.76
تہ	tha	1	vent	0.54
اجمل	ajmalmmdaslam	0.8	jillani	0.54
بھائ	bhai	0.75	mom	0.56
سویرا	sawera	0.83	nooz	0.45
سلاپ	slap	1	slap	1
8	8	1	8	1
کٹوبير	october	0.86	october	1
مٹانا	mitana	0.83	defineable	0.56
گوڈ	god	1	ttoo	0.58
ابھرنے	ubharnay	0.88	stagnating	0.68
یوٹ	your	0.75	your	0.813
پرنس	prince	0.8	traveling	0.245
رے	re	1	x-ray	0.5
ملٹی	multitecsawariya	0.8	cpbs	0.56
سونو	sonu	1	shye	0.51
جاز	jazzy	1	mvmt	0.45
بها	baha	0.75	moladh	0.47
ملاوٹ	milawt	0.83	impregnation	0.59
تنگ	tang	0.75	tight	0.583
خوشیوں	khushiyon	0.89	happies	0.63
ڈے	de	1	weekends	0.49
خطرے	khatre	0.83	endanger	0.7
جلنے	jlne	1	inhaling	0.68
بٹے	btain	1	evenly	0.57
لو	lo	1	now	0.48
گیں	gain	1	constant	1
کال	kal	1	call	0.593
ملی	mili	0.75	millicent	0.818
زنا	zana	0.75	adultery	0.68
ٹالک	talkshalk	1	netnavi	0.52
آپکو	apko	1	railed	1
جوکس	jokes	0.8	jokes	1
تخت	takht	0.8	throne	1
سکرین	scren	1	screen	0.62
٥٠٠	500	1	cook	1
نيٹ	net	1	net	1
نیازی	niazi011	1	comrad	0.48
جانی	jani	1	inadl	0.45
اسيمبلي	assembly	0.88	assembly	1
بیٹھی	bethy	1	tazed	0.55
چی	che	1	suu	0.42
پوچھا	pocha	0.8	asked	0.72
اپ	ap	1	desing	0.45
روشن	roshan	0.83	outshining	0.57
برين	brain	1	brain	0.665
سکپ	skip	0.75	skip	0.561
جینا	jeena	1	alone	0.5
جلدی	jaldi	0.8	resored	0.59
کھیل	khel	1	games	0.514
آلسو	also	1	also	0.747
حونور	honor	1	honor	1
وحشت	wehshat	0.71	senselessness	0.69
دوسروں	dosaro	0.83	reuslts	0.61
راو	raw	1	pablo	1
ظالم	zalim	0.8	cruel	1
جيني	june	1	june	0.91
صابر	sabr	1	kutkut	0.49
اقرا	iqra	1	doctr	0.53
سٹرنگز	stringzoye	0.86	supertime	0.63
صدقے	sadqay	0.83	forgiver	0.62
رسیلی	raseli	0.83	juicy	1
مانا	mana	1	regarded	0.66
پرانے	puranay	0.86	newer	0.56
کیمسٹری	chemistryblogsadaf	0.78	laboratorys	0.59
پیش	paish	1	presented	0.72
بلڈنگ	bulding	0.71	building	0.503
پﻻسٹک	plastic	0.71	plastic	0.667
مومنین	momineen	0.88	righteously	0.69
رينٹ	rent	1	rent	1
دوستوں	dosto	1	friends	1
پڑھتا	parhta	0.83	forgets	0.66
سامی	sami	1	tunesian	0.57
فیصلہ	faisla	0.83	decision	0.71
مانتے	mante	1	ascribe	0.6
کردگی	krdgi	1	perform	1
ہونگے	honge	1	we	0.58
بہتا	behta	0.8	drains	0.73
طوطا	tota	1	nakens	0.47
بھیا	bhayia	0.8	kaalia	0.66
ادھوری	adhoori	1	fantatic	0.51
لرزتے	larazte	0.71	scend	0.61
بادل	badal	0.8	clouds	1
خراب	kharab	0.83	worsened	0.63
یونس	younis	0.83	maraa	0.47
بهائی	bhai	0.75	godian	0.55
گو	go	1	though	0.551
راہ	raah	0.75	path	0.61
میشا	mishaaao	1	kovboy	0.51
بہانے	bahane	0.83	disposing	0.64
اگنی	agni	1	perung	0.49
رهے	rahe	0.75	draza	0.41
شرمایا	sharmaya	0.88	wherefore	1
ذہین	zahen	0.8	intelligent	0.63
ييس	yes	1	yes	1
اجیرن	ajheeran	0.75	offpsring	0.47
کالو	kalo	1	toego	0.39
پیٹی	piti	1	om	0.4
کیوںکہ	kiun	1	purpotedly	0.63
